Train_No,Train_Name,distance,Source_Station_Name,departure_time,day_of_departure,Destination_Station_Name,arrival_time,day_of_arrival
8102,CKP-CBSA DEM,2142,CHAKARADHARPUR,15:01:57,Wednesday,CHAIBASA,04:56:25,Thursday
8301,SBP-BAND WEE,2291,SAMBALPUR JN.,10:50:19,Sunday,BANASWADI,19:29:12,Sunday
8302,BAND-SBP WEE,707,BANASWADI,08:36:44,Sunday,SAMBALPUR JN.,12:06:23,Friday
8403,PURI-SRC WEE,647,PURI,15:48:13,Sunday,SANTRAGACHI JN.,13:38:20,Friday
8404,SRC-PURI WEE,281,SANTRAGACHI JN.,11:10:34,Friday,PURI,04:19:33,Tuesday
8501,VSKP SC WEEK,1390,VISAKHAPATNAM,13:58:30,Wednesday,SECUNDERABAD JN.,18:21:29,Friday
8502,SC VSKP SPEC,2711,SECUNDERABAD JN.,15:06:45,Sunday,VISAKHAPATNAM,19:10:43,Wednesday
8511,KRDL-VSKP SP,2691,KIRANDUL,02:49:40,Friday,VISAKHAPATNAM,12:45:36,Friday
8512,VSKP-KRDL SP,1688,VISAKHAPATNAM,16:51:51,Wednesday,KIRANDUL,21:01:48,Monday
8567,VSKP-QLN BI-,2598,VISAKHAPATNAM,15:08:10,Monday,QUILON,20:07:27,Saturday
8568,QLN-VSKP BI-,304,QUILON,16:21:08,Wednesday,VISAKHAPATNAM,12:25:14,Sunday
8573,VSKP-TPTY WE,797,VISAKHAPATNAM,16:26:01,Tuesday,TIRUPATI,10:34:38,Tuesday
8574,TPTY-VSKP SP,1124,TIRUPATI,12:05:53,Tuesday,VISAKHAPATNAM,22:00:50,Wednesday
8581,BPQ CAF PASS,723,BALHARSHAH,07:31:17,Friday,CHANDAFORT,07:30:33,Sunday
8582,CAF BPQ SPL,1400,CHANDAFORT,14:48:16,Tuesday,BALHARSHAH,22:08:56,Wednesday
8617,RNC ANVT SPL,2040,RANCHI,00:13:15,Monday,ANAND VIHAR TERMINAL,02:32:57,Thursday
8618,ANVT RNC SPL,366,ANAND VIHAR TERMINAL,07:07:45,Sunday,RANCHI,15:14:47,Sunday
8627,HWH RNC SPL,1189,HOWRAH JN.,00:07:01,Saturday,RANCHI,04:25:09,Wednesday
8628,RNC HWH  SPL,660,RANCHI,18:11:03,Friday,HOWRAH JN.,06:29:19,Thursday
8872,DURG-G PASS,669,DURG,20:34:42,Monday,GONDIA JN.,06:27:04,Monday
9003,BDTS NZM  SF,2423,BANDRA TERMINUS,13:19:50,Saturday,HAZRAT NIZAMUDDIN JN,05:12:16,Sunday
9004,NZM  BDTS SF,934,HAZRAT NIZAMUDDIN JN,11:16:14,Monday,BANDRA TERMINUS,08:20:37,Thursday
9005,BCT NDLS BI,2569,MUMBAI CENTRAL,16:00:18,Wednesday,NEW DELHI,08:32:32,Thursday
9006,NDLS BCT BI,2103,NEW DELHI,03:27:29,Sunday,MUMBAI CENTRAL,13:33:11,Thursday
9011,BDTS BKN WEE,352,BANDRA TERMINUS,06:45:30,Thursday,BIKANER JN.,11:55:17,Thursday
9012,BKN BDTS WEE,1747,BIKANER JN.,23:46:57,Tuesday,BANDRA TERMINUS,13:38:35,Thursday
9433,BDTS GIMB WE,2251,BANDRA TERMINUS,07:03:03,Wednesday,GANDHIDHAM JN.,23:28:48,Saturday
9434,GIMB BDTS WE,80,GANDHIDHAM JN.,10:25:08,Wednesday,BANDRA TERMINUS,13:25:26,Friday
9621,AII BDTS SF,2890,AJMER JN.,04:33:40,Tuesday,BANDRA TERMINUS,14:38:43,Monday
9622,BDTS AII SF,498,BANDRA TERMINUS,21:28:03,Saturday,AJMER JN.,19:38:06,Saturday
9721,JP UDZ SF SP,1511,JAIPUR JN.,11:10:15,Friday,UDAIPUR CITY,16:50:08,Friday
9722,UDZ JP SF SP,2647,UDAIPUR CITY,04:22:24,Wednesday,JAIPUR JN.,04:27:54,Wednesday
9761,SGNR-SOG SPL,2021,SHRI GANGANAGAR,10:05:31,Friday,SURATGARH JN.,18:18:36,Wednesday
9809,KOTA-NZM DAI,2471,KOTA,04:46:51,Saturday,HAZRAT NIZAMUDDIN JN,01:57:09,Sunday
9810,NZM-KOTA DAI,1279,HAZRAT NIZAMUDDIN JN,15:54:32,Monday,KOTA,20:49:23,Tuesday
10103,MANDOVI EXPR,2008,CST-MUMBAI,05:29:09,Thursday,MADGOAN JN.,14:13:49,Wednesday
10104,MANDOVI EXPR,2747,MADGOAN JN.,11:03:28,Monday,CST-MUMBAI,16:55:32,Saturday
10111,KONKAN KANYA,2388,CST-MUMBAI,03:30:10,Friday,MADGOAN JN.,19:00:17,Monday
10112,KONKAN KANYA,480,MADGOAN JN.,06:17:36,Saturday,CST-MUMBAI,03:45:31,Saturday
10215,MAO-ERS,2860,MADGOAN JN.,02:26:56,Tuesday,ERNAKULAM. JN,02:18:00,Friday
10216,ERS-MAO SPL,1199,ERNAKULAM. JN,20:14:13,Wednesday,MADGOAN JN.,02:38:21,Thursday
11001,SNSI-PVR EXP,612,SAI NAGAR SHIRDI,15:37:33,Wednesday,PANDHARPUR,15:26:22,Sunday
11002,PVR-SNSI EXP,1390,PANDHARPUR,04:43:00,Sunday,SAI NAGAR SHIRDI,02:41:34,Saturday
11003,DR-SWV TUTAR,2407,DADAR,11:53:15,Friday,SAWANTWADI ROAD,15:56:51,Saturday
11004,SWV-DR TUTAR,2118,SAWANTWADI ROAD,02:15:37,Friday,DADAR,22:36:59,Wednesday
11005,DR-PDY EXPRE,2638,DADAR,07:29:15,Saturday,PONDICHERRY,15:21:26,Sunday
11006,CHALUKYA EXP,1413,PONDICHERRY,07:09:45,Saturday,DADAR,23:08:16,Saturday
11007,DECCAN EXPRE,2157,CST-MUMBAI,20:54:40,Wednesday,PUNE JN.,03:01:50,Sunday
11008,DECCAN EXPRE,69,PUNE JN.,08:40:02,Monday,CST-MUMBAI,02:02:52,Monday
11009,SINHAGAD EXP,1246,CST-MUMBAI,10:50:07,Thursday,PUNE JN.,21:35:59,Saturday
11010,SINHAGAD EXP,697,PUNE JN.,10:07:16,Sunday,CST-MUMBAI,18:17:33,Friday
11011,LTT-NED EXPR,83,LOKMANYA TILAK TERMINUS,12:51:37,Friday,NANDED,01:31:15,Friday
11012,NED-LTT  EXP,1512,NANDED,02:54:22,Monday,LOKMANYA TILAK TERMINUS,22:28:18,Sunday
11013,COIMBATORE E,1014,LOKMANYA TILAK TERMINUS,19:55:09,Tuesday,COIMBATORE  JN.,21:46:53,Monday
11014,LOKMANYA TT,660,COIMBATORE  JN.,19:22:43,Wednesday,LOKMANYA TILAK TERMINUS,07:26:50,Tuesday
11015,KUSHINAGAR E,112,LOKMANYA TILAK TERMINUS,16:04:10,Saturday,GORAKHPUR JN.,04:46:33,Tuesday
11016,KUSHINAGAR E,2828,GORAKHPUR JN.,09:09:08,Sunday,LOKMANYA TILAK TERMINUS,10:15:50,Wednesday
11017,LTT-KIK WEEK,1884,LOKMANYA TILAK TERMINUS,01:50:21,Thursday,KARAIKAL,14:48:51,Friday
11018,KARAIKAL LTT,1727,KARAIKAL,01:26:29,Wednesday,LOKMANYA TILAK TERMINUS,15:15:56,Saturday
11019,KONARK EXPRE,1411,CST-MUMBAI,17:58:59,Friday,BHUBANESWAR,22:08:16,Friday
11020,KONARK EXPRE,2838,BHUBANESWAR,19:47:29,Wednesday,CST-MUMBAI,22:32:25,Thursday
11021,DR-TEN EXPRE,2751,DADAR,14:17:31,Saturday,TIRUNELVELI JN,01:30:38,Tuesday
11022,TEN - DR EXP,791,TIRUNELVELI JN,12:42:12,Saturday,DADAR,18:25:16,Thursday
11023,SAHYADRI EXP,578,CST-MUMBAI,12:14:43,Wednesday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,11:38:10,Monday
11024,SAHYADRI EXP,907,CHHATRAPATI SHAHU MAHARAJ TERMINUS,10:07:00,Thursday,CST-MUMBAI,20:51:35,Friday
11025,BSL-PUNE EXP,44,BHUSAVAL JN.,16:29:49,Tuesday,PUNE JN.,21:26:19,Tuesday
11026,PUNE-BSL EXP,2860,PUNE JN.,20:32:19,Saturday,BHUSAVAL JN.,09:35:22,Sunday
11027,CSMT-MAS MAI,1386,CST-MUMBAI,02:24:08,Sunday,CHENNAI CENTRAL,07:32:50,Friday
11028,MAS-CSMT MUM,1133,CHENNAI CENTRAL,03:15:04,Thursday,CST-MUMBAI,05:01:39,Friday
11029,KOYNA EXPRES,2044,CST-MUMBAI,21:29:02,Tuesday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,13:32:19,Wednesday
11030,KOYNA EXPRES,1430,CHHATRAPATI SHAHU MAHARAJ TERMINUS,22:20:53,Friday,CST-MUMBAI,15:03:46,Friday
11031,SUR-BJP EPXR,1886,SOLAPUR,08:37:40,Saturday,BIJAPUR JN,20:16:01,Sunday
11032,BJP-SUR EXPR,1105,BIJAPUR JN,11:31:15,Wednesday,SOLAPUR,07:55:53,Tuesday
11033,PUNE-DBG EXP,2845,PUNE JN.,03:04:20,Friday,DARBHANGA JN.,18:05:34,Sunday
11034,DBG-PUNE EXP,2427,DARBHANGA JN.,13:10:08,Wednesday,PUNE JN.,07:17:20,Sunday
11035,SHARAVATHI E,1047,DADAR,05:24:34,Friday,MYSORE JN.,05:24:45,Wednesday
11036,SHARAVATI EX,2827,MYSORE JN.,20:27:39,Tuesday,DADAR,07:45:13,Wednesday
11037,PUNE-GKP EXP,1497,PUNE JN.,22:46:30,Friday,GORAKHPUR JN.,22:28:56,Thursday
11038,GKP-PUNE EXP,653,GORAKHPUR JN.,13:47:24,Tuesday,PUNE JN.,17:23:53,Friday
11039,MAHARASHTRA,592,CHHATRAPATI SHAHU MAHARAJ TERMINUS,02:24:28,Thursday,GONDIA JN.,07:17:14,Monday
11040,MAHARASHTRA,1241,GONDIA JN.,18:21:11,Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,16:02:43,Saturday
11041,CSMT -MAS EX,518,CST-MUMBAI,12:30:04,Tuesday,CHENNAI CENTRAL,22:44:40,Sunday
11042,MAS-CSMT MUM,2472,CHENNAI CENTRAL,13:24:42,Saturday,CST-MUMBAI,07:18:52,Monday
11043,LTT-MADURAI,2377,LOKMANYA TILAK TERMINUS,15:42:56,Tuesday,MADURAI JN,06:47:47,Monday
11044,LOKAMANYA TT,2406,MADURAI JN,07:38:48,Sunday,LOKMANYA TILAK TERMINUS,17:02:52,Thursday
11045,DIKSHABHOOMI,2875,CHHATRAPATI SHAHU MAHARAJ TERMINUS,02:20:01,Sunday,DHANBAD JN.,19:17:06,Tuesday
11046,DIKSHABHUMI,303,DHANBAD JN.,07:42:36,Sunday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,14:18:58,Sunday
11047,MRJ UBL EXP,1142,MIRAJ JN.,22:31:50,Friday,HUBLI JN.,13:36:52,Friday
11048,UBL MRJ EXPR,1090,HUBLI JN.,12:50:03,Sunday,MIRAJ JN.,09:17:42,Saturday
11049,ADI-KOP EXPR,1043,AHMEDABAD,14:48:29,Saturday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,00:10:55,Monday
11050,KOP-ADI EXPR,2944,CHHATRAPATI SHAHU MAHARAJ TERMINUS,04:46:01,Saturday,AHMEDABAD,12:55:57,Tuesday
11051,SUR - KOP EX,338,SOLAPUR,20:45:58,Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,08:52:14,Saturday
11052,KOP - SUR EX,2643,CHHATRAPATI SHAHU MAHARAJ TERMINUS,10:18:17,Sunday,SOLAPUR,22:55:46,Saturday
11053,LTT-AMH EXPR,944,LOKMANYA TILAK TERMINUS,22:00:59,Thursday,AZAMGARH,01:21:21,Friday
11054,AMH-LTT EXPR,386,AZAMGARH,07:38:56,Thursday,LOKMANYA TILAK TERMINUS,01:50:36,Saturday
11055,GODAN EXPRES,605,LOKMANYA TILAK TERMINUS,02:24:29,Thursday,GORAKHPUR JN.,19:49:14,Saturday
11056,GODAN EXPRES,2540,GORAKHPUR JN.,01:25:17,Wednesday,LOKMANYA TILAK TERMINUS,23:18:49,Saturday
11057,AMRITSAR EXP,2540,CST-MUMBAI,07:30:11,Friday,AMRITSAR JN.,21:28:04,Friday
11058,ASR CSMT EXP,1735,AMRITSAR JN.,11:31:00,Thursday,CST-MUMBAI,08:57:57,Friday
11059,CHHAPRA EXPR,1390,LOKMANYA TILAK TERMINUS,03:26:23,Sunday,CHHAPRA JN.,11:56:33,Thursday
11060,CPR LTT EXPR,2792,CHHAPRA JN.,02:30:55,Thursday,LOKMANYA TILAK TERMINUS,15:24:47,Thursday
11061,LTT-DBG  EXP,974,LOKMANYA TILAK TERMINUS,19:19:40,Monday,DARBHANGA JN.,14:44:14,Friday
11062,DBG  LTT EXP,1336,DARBHANGA JN.,22:58:18,Monday,LOKMANYA TILAK TERMINUS,16:11:17,Saturday
11063,MS SA SUPER,2145,CHENNAI EGMORE,21:56:24,Monday,SALEM JN.,08:36:09,Sunday
11064,SA MS SUPERF,1500,SALEM JN.,22:42:38,Sunday,CHENNAI EGMORE,18:05:00,Friday
11067,SAKET EXPRES,2142,LOKMANYA TILAK TERMINUS,23:48:39,Saturday,FAIZABAD JN.,18:58:07,Tuesday
11068,SAKET EXPRES,1824,FAIZABAD JN.,19:56:31,Friday,LOKMANYA TILAK TERMINUS,12:13:58,Saturday
11071,KAMAYANI EXP,2898,LOKMANYA TILAK TERMINUS,11:28:33,Sunday,VARANASI JN.,13:53:34,Wednesday
11072,KAMAYANI EXP,2513,VARANASI JN.,14:27:13,Saturday,LOKMANYA TILAK TERMINUS,18:46:59,Sunday
11073,LTT-MAS EXPR,471,LOKMANYA TILAK TERMINUS,19:22:42,Friday,CHENNAI CENTRAL,10:53:43,Tuesday
11074,CHENNAI - LT,808,CHENNAI CENTRAL,05:44:13,Wednesday,LOKMANYA TILAK TERMINUS,07:54:29,Friday
11075,LTT-BIDR EXP,976,LOKMANYA TILAK TERMINUS,15:11:06,Thursday,BIDAR,16:27:45,Wednesday
11076,BIDR-LTT EXP,1766,BIDAR,08:19:32,Thursday,LOKMANYA TILAK TERMINUS,11:23:18,Monday
11077,JHELUM EXPRE,224,PUNE JN.,14:34:22,Tuesday,JAMMU TAWI,20:33:17,Sunday
11078,JHELUM EXPRE,545,JAMMU TAWI,06:59:33,Saturday,PUNE JN.,20:31:31,Friday
11079,LTT-GKP EXPR,170,LOKMANYA TILAK TERMINUS,22:58:26,Saturday,GORAKHPUR JN.,23:07:11,Tuesday
11080,GKP-LTT EXPR,1264,GORAKHPUR JN.,07:11:06,Wednesday,LOKMANYA TILAK TERMINUS,02:41:04,Tuesday
11081,LTT-GKP VIA,2079,LOKMANYA TILAK TERMINUS,17:41:29,Tuesday,GORAKHPUR JN.,20:43:34,Sunday
11082,GKP-LTT VIA,2290,GORAKHPUR JN.,06:03:46,Friday,LOKMANYA TILAK TERMINUS,09:32:15,Monday
11083,LTT-KZJ TADO,947,LOKMANYA TILAK TERMINUS,14:01:18,Friday,KAZIPET JN.,06:41:20,Thursday
11084,KZJ-LTT TADO,1043,KAZIPET JN.,18:53:36,Thursday,LOKMANYA TILAK TERMINUS,22:45:07,Thursday
11085,LTT-MAO DOUB,1502,LOKMANYA TILAK TERMINUS,15:39:58,Sunday,MADGOAN JN.,00:33:44,Sunday
11086,MAO-LTT DOUB,2615,MADGOAN JN.,23:59:52,Saturday,LOKMANYA TILAK TERMINUS,03:28:25,Thursday
11087,VRL-PUNE EXP,1887,VERAVAL,09:18:27,Sunday,PUNE JN.,21:04:55,Thursday
11088,PUNE-VRL EXP,550,PUNE JN.,19:50:26,Thursday,VERAVAL,18:52:13,Thursday
11089,BGKTPUNE EXP,2687,BHAGAT-KI-KOTHI,20:41:43,Sunday,PUNE JN.,02:22:24,Monday
11090,PUNE BGKT EX,2744,PUNE JN.,16:35:07,Tuesday,BHAGAT-KI-KOTHI,23:01:21,Sunday
11091,BHUJ PUNE EX,1009,NEW BHUJ,12:09:12,Friday,PUNE JN.,01:44:02,Sunday
11092,PUNE BHUJ EX,1737,PUNE JN.,15:11:43,Friday,NEW BHUJ,11:42:19,Tuesday
11093,MAHANAGARI E,299,CST-MUMBAI,10:47:01,Thursday,VARANASI JN.,03:06:46,Wednesday
11094,MAHANAGARI E,547,VARANASI JN.,01:01:13,Thursday,CST-MUMBAI,12:38:10,Saturday
11095,AHIMSA EXPRE,2528,AHMEDABAD,02:47:53,Friday,PUNE JN.,03:32:03,Friday
11096,AHIMSA EXPRE,2226,PUNE JN.,16:16:06,Wednesday,AHMEDABAD,06:26:59,Friday
11097,POORNA EXPRE,279,PUNE JN.,16:45:07,Saturday,ERNAKULAM. JN,21:26:51,Monday
11098,POORNA EXPRE,2005,ERNAKULAM. JN,14:36:04,Friday,PUNE JN.,19:18:14,Sunday
11101,PUNE-GWALIOR,2251,PUNE JN.,03:47:13,Thursday,GWALIOR JN,07:04:50,Sunday
11102,GWL-PUNE EXP,1227,GWALIOR JN,10:35:22,Tuesday,PUNE JN.,00:13:40,Wednesday
11103,JHS-BDTS EXP,836,JHANSI JN,09:25:05,Sunday,BANDRA TERMINUS,23:22:57,Thursday
11104,BDTS-JHS EXP,1467,BANDRA TERMINUS,23:26:14,Sunday,JHANSI JN,14:09:47,Thursday
11107,BUNDELKHAND,1712,GWALIOR JN,06:29:30,Friday,VARANASI JN.,19:32:59,Sunday
11108,BUNDELKHAND,2755,VARANASI JN.,16:15:05,Friday,GWALIOR JN,10:28:57,Saturday
11109,JHS-LKO INTE,941,JHANSI JN,16:33:29,Thursday,LUCKNOW JN.,12:14:42,Wednesday
11110,LKO -JHS INT,2628,LUCKNOW JN.,20:29:21,Friday,JHANSI JN,16:23:46,Wednesday
11111,GWL-BLP SUSH,164,GWALIOR JN,13:20:34,Friday,"BALRAMPUR,",08:41:40,Sunday
11112,BLP-GWL SUSH,760,"BALRAMPUR,",16:47:55,Monday,GWALIOR JN,23:12:17,Saturday
11123,BARAUNI-GWL,1523,BARAUNI JN.,01:53:42,Thursday,GWALIOR JN,02:25:06,Wednesday
11124,GWALIAR-BJU,588,GWALIOR JN,14:20:57,Wednesday,BARAUNI JN.,13:22:31,Monday
11125,IND-GWL EXP,2629,INDORE BG,21:23:01,Monday,GWALIOR JN,13:25:24,Thursday
11126,GWL-IND EXP,2061,GWALIOR JN,22:23:12,Thursday,INDORE BG,04:45:46,Thursday
11201,LTT-AJNI EXP,258,LOKMANYA TILAK TERMINUS,19:46:14,Wednesday,AJNI,06:33:25,Thursday
11202,AJNI-LTT EXP,2545,AJNI,21:00:14,Friday,LOKMANYA TILAK TERMINUS,16:18:07,Thursday
11203,NAGPUR JAIPU,2355,NAGPUR JN.(CR),10:31:44,Tuesday,JAIPUR JN.,20:09:04,Saturday
11204,JAIPUR NAGPU,1134,JAIPUR JN.,17:09:19,Tuesday,NAGPUR JN.(CR),12:44:50,Tuesday
11205,LTT-NZB EXPR,1594,LOKMANYA TILAK TERMINUS,11:17:51,Thursday,NIZAMABAD,09:05:20,Friday
11206,NZB-LTT WEEK,2791,NIZAMABAD,18:24:31,Friday,LOKMANYA TILAK TERMINUS,14:36:05,Monday
11265,JBP-ABKP EXP,200,JABALPUR,16:25:51,Thursday,AMBIKAPUR,00:32:49,Thursday
11266,ABKP-JBP EXP,1436,AMBIKAPUR,03:43:17,Monday,JABALPUR,03:37:59,Friday
11272,VINDHYACHAL,785,BHOPAL,10:41:31,Friday,ITARSI,18:39:49,Monday
11301,UDYAN EXPRES,1564,CST-MUMBAI,20:02:16,Wednesday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),19:06:34,Wednesday
11302,UDYAN EXP,1986,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),19:07:50,Monday,CST-MUMBAI,17:32:07,Thursday
11303,HYB-KOP EXPR,1896,HYDERABAD DECCAN,15:24:00,Thursday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,16:12:56,Wednesday
11304,KOP-HYB EXPR,2417,CHHATRAPATI SHAHU MAHARAJ TERMINUS,12:07:40,Saturday,HYDERABAD DECCAN,16:46:13,Monday
11307,GR-HYB- INTE,48,GULBARGA,08:39:42,Monday,HYDERABAD DECCAN,13:37:10,Friday
11308,HYB-GR INTER,312,HYDERABAD DECCAN,08:42:06,Wednesday,GULBARGA,10:21:21,Friday
11309,SUR-MRJ EXP,1673,SOLAPUR,11:14:10,Sunday,MIRAJ JN.,01:40:41,Thursday
11310,MRJ-SUR EXP,2442,MIRAJ JN.,19:51:59,Wednesday,SOLAPUR,05:06:28,Saturday
11401,NANDIGRHAM E,1631,CST-MUMBAI,05:26:23,Thursday,NAGPUR JN.(CR),02:36:46,Thursday
11402,NADHIGRAM EX,2476,NAGPUR JN.(CR),13:51:14,Tuesday,CST-MUMBAI,14:12:17,Sunday
11403,NGP-KOP EXPR,616,NAGPUR JN.(CR),22:07:29,Friday,CHHATRAPATI SHAHU MAHARAJ TERMINUS,01:47:24,Thursday
11404,KOP-NGP EXPR,515,CHHATRAPATI SHAHU MAHARAJ TERMINUS,19:32:45,Saturday,NAGPUR JN.(CR),08:21:19,Sunday
11405,PUNE-AMRAVAT,1650,PUNE JN.,15:59:45,Thursday,AMRAVATI,10:02:38,Saturday
11406,AMRAVAI-PUNE,1532,AMRAVATI,19:00:07,Tuesday,PUNE JN.,03:26:06,Saturday
11407,PUNE-LJN EXP,1312,PUNE JN.,02:16:23,Sunday,LUCKNOW JN.,06:08:13,Saturday
11408,LJN-PUNE EXP,2083,LUCKNOW JN.,06:25:37,Saturday,PUNE JN.,11:50:26,Tuesday
11423,SUR HUBLI EX,2450,SOLAPUR,10:29:30,Friday,HUBLI JN.,01:48:05,Wednesday
11424,GDG-SUR EXPR,1320,HUBLI JN.,21:34:11,Tuesday,SOLAPUR,05:30:45,Sunday
11447,SHAKTIPUNJ E,1494,JABALPUR,14:57:29,Friday,HOWRAH JN.,23:26:10,Saturday
11448,SHAKTIPUNJ E,2950,HOWRAH JN.,11:02:05,Friday,JABALPUR,21:11:03,Saturday
11449,JBP-SVDK EXP,2542,JABALPUR,18:47:19,Friday,SHRI MATA VAISHNO DEVI KATRA,09:00:17,Thursday
11450,SVDK-JBP EXP,50,SHRI MATA VAISHNO DEVI KATRA,10:19:23,Thursday,JABALPUR,23:52:44,Saturday
11463,SMNH-JBP EXP,1661,SOMNATH,12:59:58,Sunday,JABALPUR,00:52:44,Saturday
11464,JBP -SMNH EX,406,JABALPUR,18:02:07,Thursday,SOMNATH,03:20:00,Monday
11465,SMNH-JBP EXP,799,SOMNATH,22:37:42,Tuesday,JABALPUR,20:33:52,Monday
11466,JBP-SMNH EXP,137,JABALPUR,09:18:12,Monday,SOMNATH,23:34:54,Wednesday
11651,JBP-SGRL INT,1452,JABALPUR,10:34:49,Thursday,SINGRAULI,11:06:13,Saturday
11652,SGRL-JBP INT,798,SINGRAULI,20:19:51,Tuesday,JABALPUR,13:29:13,Tuesday
11701,JBP-INDB INT,183,JABALPUR,20:21:05,Sunday,INDORE BG,11:27:31,Friday
11702,INDB-JBP INT,1622,INDORE BG,18:27:18,Sunday,JABALPUR,14:00:17,Saturday
11703,REWA-DADN  E,2068,REWA,04:00:02,Thursday,MHOW,22:47:15,Saturday
11704,INDB-REWA EX,119,MHOW,11:15:52,Saturday,REWA,02:14:59,Sunday
11801,JHS-ETW EXPR,2614,JHANSI JN,02:00:07,Wednesday,ETAWAH,17:56:51,Thursday
11802,ETW-JHS LINK,1163,ETAWAH,11:18:29,Saturday,JHANSI JN,20:13:32,Wednesday
11901,MTJ-KKDE EXP,349,MATHURA JN.,08:40:12,Saturday,KURUKSHETRA JN.,18:00:22,Wednesday
11902,KKDE-MTJ EXP,1646,KURUKSHETRA JN.,05:27:52,Wednesday,MATHURA JN.,15:56:02,Monday
12001,BPL - NDLS S,577,HABIBGANJ,03:45:40,Monday,NEW DELHI,22:28:50,Sunday
12002,NDLS - BPL S,1060,NEW DELHI,18:06:40,Thursday,HABIBGANJ,20:30:17,Wednesday
12003,LKO-NDLS SHA,2540,LUCKNOW JN.,06:06:00,Sunday,NEW DELHI,09:23:50,Friday
12004,NDLS-LKO SHA,1001,NEW DELHI,17:15:39,Monday,LUCKNOW JN.,22:16:20,Sunday
12005,NDLS-KLK- SH,845,NEW DELHI,14:28:48,Friday,KALKA,01:18:42,Wednesday
12006,KLK-NDLS SHA,1951,KALKA,17:34:23,Sunday,NEW DELHI,22:06:29,Monday
12007,MAS-MYS SHAT,1972,CHENNAI CENTRAL,05:52:07,Friday,MYSORE JN.,10:49:27,Wednesday
12008,MYS-MAS SHAT,1508,MYSORE JN.,10:45:27,Saturday,CHENNAI CENTRAL,05:53:04,Saturday
12009,SHATABDI EXP,2738,MUMBAI CENTRAL,11:40:26,Tuesday,AHMEDABAD,16:52:31,Thursday
12010,SHATABDI EXP,1265,AHMEDABAD,09:54:09,Friday,MUMBAI CENTRAL,15:08:12,Sunday
12011,NDLS-KLK SHA,1678,NEW DELHI,23:29:39,Tuesday,KALKA,18:37:23,Friday
12012,KLK-NDLS SHA,1197,KALKA,23:32:07,Monday,NEW DELHI,02:40:30,Thursday
12013,NDLS-ASR SHA,1427,NEW DELHI,09:40:22,Sunday,AMRITSAR JN.,00:44:08,Wednesday
12014,ASR-NDLS SHA,836,AMRITSAR JN.,16:06:13,Friday,NEW DELHI,00:14:18,Sunday
12015,NDLS-AII SHA,110,NEW DELHI,19:51:37,Monday,AJMER JN.,22:40:27,Sunday
12016,AII-NDLS SHA,1585,AJMER JN.,20:37:03,Monday,NEW DELHI,03:56:02,Sunday
12017,NDLS-DDN SHA,2463,NEW DELHI,04:42:46,Sunday,DEHRA DUN,23:27:22,Wednesday
12018,DDN-NDLS SHA,963,DEHRA DUN,03:30:41,Saturday,NEW DELHI,23:02:44,Monday
12019,HOWRAH RANCH,2558,HOWRAH JN.,21:18:03,Tuesday,RANCHI,11:25:50,Sunday
12020,RNC HWH SHAT,2905,RANCHI,04:43:18,Thursday,HOWRAH JN.,07:14:19,Wednesday
12021,HOWRAH-BARAB,1033,HOWRAH JN.,04:34:56,Saturday,BARBIL,17:00:16,Thursday
12022,BARABIL-HOWR,2505,BARBIL,11:19:22,Tuesday,HOWRAH JN.,05:53:24,Wednesday
12023,HOWRAH PATNA,1597,HOWRAH JN.,21:39:39,Tuesday,PATNA JN.,06:41:23,Monday
12024,PATNA HOWRAH,2598,PATNA JN.,12:58:24,Wednesday,HOWRAH JN.,10:20:45,Tuesday
12025,PUNE-SC SHAT,163,PUNE JN.,22:01:44,Sunday,SECUNDERABAD JN.,15:19:50,Thursday
12026,SC-PUNE SHAT,690,SECUNDERABAD JN.,10:24:18,Friday,PUNE JN.,09:48:23,Wednesday
12027,MAS-SBC SHAT,1040,CHENNAI CENTRAL,18:36:43,Sunday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),02:17:21,Sunday
12028,SBC-MAS SHAT,399,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),13:09:09,Thursday,CHENNAI CENTRAL,20:06:03,Saturday
12029,SWARNA SHATA,442,NEW DELHI,23:28:08,Monday,AMRITSAR JN.,17:31:53,Friday
12030,SWARNA SHATA,1829,AMRITSAR JN.,14:55:58,Sunday,NEW DELHI,03:02:44,Sunday
12031,NDLS-ASR-SHA,1377,NEW DELHI,16:12:34,Tuesday,AMRITSAR JN.,06:03:26,Tuesday
12032,ASR-NDLS SHA,2863,AMRITSAR JN.,06:11:56,Friday,NEW DELHI,04:58:03,Sunday
12033,CNB NDLS SHT,1289,KANPUR CENTRAL JN.,21:37:15,Sunday,NEW DELHI,19:32:30,Thursday
12034,NDLS CNB SHA,2549,NEW DELHI,21:25:56,Friday,KANPUR CENTRAL JN.,16:17:20,Thursday
